QueryNumber;DocNumber;DocVotes
44;409;1
44;411;2222
44;415;2120
44;430;1001
44;435;1
44;436;2220
44;453;2222
44;465;1
44;493;101
44;495;2222
44;503;1
44;504;2222
44;523;1001
44;528;2212
44;538;1
44;548;2222
44;561;2212
44;563;1
44;566;2222
44;567;2222
44;568;2222
44;569;2220
44;570;1120
44;572;1210
44;574;2222
44;575;2222
44;576;10
44;590;1
44;608;1
44;621;2222
44;622;2222
44;623;2222
44;624;2212
44;625;2222
44;634;2222
44;636;2222
44;645;101
44;647;1212
44;655;2222
44;666;1211
44;691;2222
44;702;2222
44;737;2222
44;743;2222
44;747;1
44;750;2222
44;765;2222
44;766;2222
44;767;1
44;786;2222
44;840;2222
44;841;1101
44;847;2222
44;850;2222
44;856;1
44;858;2121
44;862;1
44;873;2222
44;875;1
44;951;2222
44;953;2222
44;961;1000
44;967;2222
44;971;1221
44;973;2222
44;1024;2222
44;1029;2222
44;1030;2222
44;1053;2222
44;1054;1
44;1055;2222
44;1057;1012
44;1059;2222
44;1070;1
44;1072;1212
44;1130;2
44;1136;1
44;1139;1
44;1142;1002
44;1144;1
44;1146;1220
44;1148;1222
44;1156;1221
44;1157;1
44;1160;2122
44;1185;2221
44;1196;1
44;1201;2222
44;1202;2222
44;1210;1
44;1212;1
44;1222;2222
44;1230;2211
44;1231;1101
45;278;100
45;283;100
45;286;100
45;287;101
45;288;100
45;289;1220
45;290;1110
45;292;2210
45;293;1220
45;338;1212
45;538;2210
45;540;1000
45;715;100
45;758;1010
45;803;2212
45;919;2212
45;924;2212
45;1050;10
45;1159;2222
45;1168;10
46;51;2222
46;53;2222
46;370;10
46;410;11
46;430;1
46;500;100
46;503;2221
46;516;2111
46;553;1002
46;568;1000
46;623;10
46;702;2122
46;737;2222
46;854;1111
46;856;2111
46;857;2
46;1196;1
46;1212;1121
47;15;2
47;57;1000
47;92;2220
47;118;10
47;121;10
47;125;1
47;163;2222
47;165;2
47;172;12
47;183;10
47;208;1
47;209;2220
47;245;1000
47;259;10
47;278;10
47;279;10
47;283;10
47;286;10
47;287;10
47;295;2211
47;296;100
47;301;1210
47;302;100
47;317;2220
47;337;1000
47;361;1000
47;370;1000
47;406;2212
47;416;1000
47;436;1
47;505;2221
47;508;2210
47;525;10
47;585;2220
47;613;2210
47;684;2222
47;694;2212
47;695;2210
47;707;110
47;781;1
47;862;10
47;868;10
47;906;2221
47;928;10
47;931;1000
47;971;100
47;998;1010
47;1000;1001
47;1013;1000
47;1058;2220
47;1075;10
47;1106;1000
47;1107;1000
47;1108;1000
47;1129;10
47;1132;10
47;1165;2222
47;1192;1000
47;1194;10
47;1206;10
48;44;110
48;72;100
48;74;100
48;124;2220
48;143;2
48;154;2222
48;190;10
48;257;11
48;312;100
48;336;2222
48;386;100
48;422;1
48;436;2222
48;453;2222
48;493;101
48;495;2220
48;523;2220
48;548;2220
48;566;1000
48;568;2222
48;576;2222
48;691;1
48;765;10
48;766;10
48;786;10
48;850;2222
48;967;11
48;1142;2220
48;1201;1
48;1231;2122
49;72;100
49;84;10
49;138;2222
49;143;2222
49;230;2220
49;313;2222
49;370;10
49;392;1010
49;393;2220
49;430;10
49;436;2222
49;440;1000
49;465;1
49;493;2222
49;503;1
49;504;1222
49;505;1
49;523;2220
49;530;1
49;553;10
49;562;2220
49;563;2220
49;566;1000
49;568;1212
49;570;1001
49;586;1
49;608;1
49;624;2222
49;625;1221
49;691;2220
49;726;100
49;743;2220
49;749;11
49;953;1222
49;972;2222
49;1198;2222
50;44;100
50;259;2222
50;309;100
50;347;1
50;435;2222
50;440;1001
50;495;2222
50;505;1
50;543;100
50;548;2222
50;568;1001
50;570;1
50;575;1
50;601;1
50;634;1
50;829;1
50;848;2222
50;953;1222
50;961;2222
50;973;1220
50;1058;100
50;1156;1121
50;1157;2222
50;1159;1121
50;1160;1
51;1;100
51;11;100
51;14;100
51;18;1120
51;19;1210
51;26;2221
51;44;1120
51;51;100
51;55;100
51;62;100
51;63;100
51;66;1
51;67;1112
51;72;1112
51;83;1
51;84;1112
51;85;2222
51;102;1100
51;107;1102
51;108;1
51;112;2212
51;114;2211
51;122;2222
51;124;2
51;135;1
51;137;2221
51;141;2222
51;142;2212
51;177;1
51;190;1
51;191;2121
51;196;11
51;200;1
51;201;2222
51;214;2222
51;216;100
51;217;100
51;218;100
51;219;100
51;221;100
51;222;100
51;225;2222
51;230;1
51;235;2212
51;236;2211
51;245;100
51;249;2222
51;252;100
51;254;2111
51;263;100
51;264;1100
51;270;2212
51;276;1
51;277;2210
51;279;12
51;281;11
51;289;100
51;297;1001
51;302;2212
51;303;2212
51;304;2221
51;305;2212
51;306;2222
51;307;102
51;308;2111
51;311;1
51;322;1
51;325;1211
51;333;1101
51;337;1001
51;343;1
51;345;100
51;355;100
51;360;1002
51;365;1212
51;366;1211
51;370;1112
51;382;1
51;383;1012
51;386;1222
51;391;11
51;392;1122
51;400;2112
51;402;1
51;407;2221
51;415;1101
51;417;2
51;418;1211
51;419;2111
51;430;1011
51;435;1
51;437;1
51;440;1
51;442;2122
51;444;2222
51;445;2222
51;465;1222
51;481;2222
51;484;2211
51;488;1
51;490;2222
51;493;101
51;494;2122
51;495;1
51;498;1122
51;501;2221
51;502;1
51;503;11
51;504;2222
51;505;1
51;510;1
51;511;1011
51;517;11
51;521;1210
51;526;1
51;528;2211
51;529;2211
51;530;2211
51;531;2211
51;532;2221
51;534;2211
51;535;2222
51;548;1
51;553;2211
51;560;2222
51;562;102
51;563;2211
51;564;2222
51;565;2222
51;566;2221
51;568;1222
51;569;2222
51;570;1222
51;571;1000
51;572;2222
51;573;2222
51;574;2222
51;575;2222
51;576;1
51;589;10
51;590;101
51;605;1122
51;608;1222
51;625;1
51;627;1
51;636;1002
51;639;1100
51;643;1
51;646;2222
51;675;1100
51;681;2112
51;685;2222
51;707;1000
51;726;2222
51;733;1
51;737;10
51;738;2222
51;739;2222
51;740;2222
51;741;2222
51;744;2222
51;745;1
51;746;2222
51;747;1
51;748;2222
51;749;2222
51;779;1001
51;789;2210
51;790;100
51;793;1
51;827;2222
51;828;100
51;829;2211
51;847;1
51;852;100
51;856;101
51;857;100
51;858;1
51;861;1
51;864;1211
51;865;2
51;866;1
51;868;1000
51;869;2112
51;875;1
51;881;1
51;889;1
51;891;1001
51;892;2212
51;905;1
51;918;2222
51;921;2222
51;925;1001
51;926;1000
51;933;1
51;936;100
51;949;2222
51;950;2222
51;954;1220
51;956;1001
51;957;2222
51;958;2211
51;966;2221
51;990;1
51;991;1
51;1001;1
51;1024;1210
51;1026;2222
51;1027;100
51;1044;1221
51;1057;100
51;1065;1
51;1070;1100
51;1074;102
51;1076;2222
51;1079;1
51;1091;2
51;1120;1112
51;1127;100
51;1135;100
51;1137;100
51;1139;100
51;1141;100
51;1156;1221
51;1167;1222
51;1196;1211
51;1198;1
51;1199;1000
51;1200;2221
51;1202;10
51;1203;2122
51;1204;2221
51;1207;2122
51;1208;2222
51;1209;2222
51;1210;1121
51;1211;1222
51;1212;2122
51;1234;2
51;1236;1222
51;1238;1220
52;406;2222
52;505;10
53;1;1000
53;11;2
53;55;1000
53;81;1000
53;160;1
53;188;1000
53;223;1000
53;228;1000
53;347;1100
53;370;10
53;401;2210
53;432;1212
53;447;2220
53;505;1000
53;509;1000
53;577;1110
53;590;1010
53;767;1001
53;917;100
53;987;2221
53;1170;1210
53;1228;111
53;1229;111
54;11;2222
54;23;100
54;55;1010
54;187;1011
54;206;100
54;211;2222
54;223;1122
54;228;2222
54;229;2222
54;333;11
54;341;12
54;347;12
54;358;2222
54;369;2121
54;382;2222
54;394;2120
54;401;2111
54;402;2122
54;432;2222
54;485;2121
54;488;2120
54;505;11
54;513;1002
54;547;1
54;550;1
54;552;101
54;577;2110
54;590;11
54;607;100
54;613;1000
54;626;101
54;631;2212
54;632;1122
54;716;1101
54;767;1001
54;771;100
54;790;1
54;793;1
54;806;1
54;812;2122
54;819;2222
54;860;2
54;904;2212
54;905;100
54;917;2210
54;941;1001
54;964;2222
54;990;1001
54;1003;2
54;1005;2221
54;1007;2122
54;1013;1001
54;1048;2122
54;1060;2222
54;1099;100
54;1134;2112
54;1163;2212
54;1164;112
54;1169;1222
54;1171;100
54;1192;1
54;1237;100
55;70;100
55;232;1100
55;305;100
55;347;1000
55;358;2
55;391;2110
55;430;1
55;432;2122
55;463;1100
55;505;1001
55;521;2222
55;530;2122
55;640;1010
55;675;1000
55;749;10
55;779;1010
55;820;1122
55;828;1210
55;847;10
55;890;1001
55;1056;1000
55;1070;1100
55;1156;1
55;1205;2110
56;55;1000
56;89;110
56;123;1
56;135;1
56;181;1012
56;185;1001
56;212;1012
56;288;110
56;290;110
56;292;110
56;414;100
56;424;100
56;432;100
56;443;100
56;450;2
56;758;100
56;767;2222
56;783;1000
56;794;100
56;919;100
56;924;100
56;925;100
56;928;100
56;970;100
56;972;100
56;1066;100
56;1091;12
56;1093;1
56;1102;100
56;1115;100
56;1234;1
56;1239;100
57;1;1222
57;6;1
57;8;100
57;11;1
57;62;10
57;79;100
57;80;10
57;81;10
57;160;1001
57;177;100
57;178;1110
57;188;1010
57;200;100
57;223;2211
57;228;1000
57;282;12
57;346;2120
57;369;1000
57;370;1110
57;394;1220
57;397;100
57;415;1000
57;432;2120
57;447;100
57;513;1000
57;577;10
57;588;2220
57;590;2222
57;668;10
57;778;1210
57;784;1000
57;790;2220
57;812;101
57;833;1000
57;860;1120
57;865;2110
57;890;101
57;905;1210
57;983;1220
57;986;1120
57;987;1121
57;988;2220
57;989;1010
57;1086;100
57;1090;100
57;1091;11
57;1095;2110
57;1170;2
57;1171;2
57;1173;1120
57;1203;1100
58;1;2222
58;6;2222
58;7;2222
58;43;100
58;48;1010
58;55;2210
58;60;100
58;62;2112
58;63;2110
58;80;2212
58;81;2
58;82;2210
58;102;1
58;111;10
58;160;2222
58;164;1
58;178;2122
58;179;2110
58;187;2120
58;188;2121
58;200;1002
58;223;2221
58;228;2120
58;229;1220
58;271;2210
58;282;1001
58;335;1001
58;346;2122
58;347;2121
58;366;10
58;369;2220
58;370;1100
58;384;1000
58;392;10
58;394;2211
58;397;100
58;402;1
58;415;1001
58;427;1
58;429;100
58;432;2122
58;447;2122
58;457;1
58;463;10
58;485;1
58;505;1120
58;511;100
58;513;111
58;517;10
58;550;1
58;577;2122
58;588;2122
58;589;2110
58;590;2222
58;591;2222
58;609;10
58;614;2121
58;631;2120
58;668;1021
58;748;10
58;749;10
58;769;1121
58;778;2212
58;784;1002
58;790;2222
58;805;1
58;812;2212
58;820;1
58;860;2222
58;865;2122
58;874;1112
58;890;2122
58;903;110
58;905;2220
58;912;1
58;917;2211
58;964;100
58;983;2222
58;986;2222
58;987;2222
58;988;2222
58;989;2222
58;990;1
58;1005;1
58;1025;1100
58;1077;2220
58;1086;100
58;1090;100
58;1091;11
58;1134;2
58;1170;2221
58;1171;1122
58;1173;2222
58;1228;1000
58;1234;1
59;1;2
59;6;1
59;11;1
59;18;101
59;45;10
59;48;112
59;55;2222
59;62;2
59;63;2
59;67;1
59;79;1000
59;80;2
59;81;1002
59;84;1012
59;102;2111
59;107;1012
59;110;1
59;111;100
59;122;1100
59;160;101
59;164;1
59;166;110
59;177;1
59;179;1
59;187;2
59;188;1
59;191;1102
59;200;1
59;214;2111
59;223;2222
59;228;1112
59;229;1222
59;245;10
59;275;1011
59;279;2111
59;281;1
59;284;2112
59;306;1
59;333;1
59;335;111
59;346;101
59;347;1002
59;365;2111
59;366;2111
59;369;1
59;370;1011
59;382;1
59;386;1001
59;392;11
59;394;2212
59;397;2121
59;401;2122
59;402;2222
59;415;2
59;425;10
59;427;1
59;430;1
59;432;2122
59;442;1
59;444;1
59;447;2
59;452;1
59;465;1
59;485;1001
59;504;1
59;505;1122
59;509;2112
59;513;1112
59;521;2
59;524;1
59;530;2
59;565;1121
59;572;1011
59;574;1011
59;577;2222
59;588;112
59;590;1012
59;591;2
59;607;1
59;608;1220
59;609;100
59;614;2
59;631;101
59;668;2222
59;670;1122
59;678;1
59;679;1
59;685;10
59;689;2111
59;738;1
59;748;1
59;767;2212
59;769;1
59;778;101
59;784;2122
59;790;2120
59;812;2222
59;820;1
59;827;1001
59;828;1
59;833;2121
59;860;102
59;865;2122
59;869;100
59;874;102
59;882;1
59;903;1111
59;905;2221
59;912;1
59;917;101
59;936;2112
59;937;1
59;964;100
59;977;10
59;983;102
59;986;102
59;987;2
59;988;102
59;989;2222
59;990;1
59;1005;1
59;1007;1
59;1025;2121
59;1044;1100
59;1056;10
59;1060;12
59;1071;1
59;1074;2122
59;1075;1
59;1077;2222
59;1091;11
59;1095;1122
59;1097;1
59;1102;2121
59;1134;2
59;1143;10
59;1163;1121
59;1170;1
59;1171;1112
59;1172;12
59;1173;1210
59;1203;1000
59;1205;1111
59;1228;2
59;1232;1
60;17;101
60;87;100
60;100;2222
60;155;1220
60;241;2112
60;267;111
60;322;1210
60;340;2
60;348;2222
60;354;1000
60;370;1000
60;446;2220
60;519;1010
60;550;1000
60;587;2120
60;597;2120
60;653;1010
60;698;2122
60;722;1
60;724;1
60;751;10
60;764;1
60;990;1002
60;1000;1
60;1004;2222
60;1040;1
60;1041;1110
60;1043;1110
60;1046;2
60;1047;1110
60;1104;1
60;1110;12
60;1192;1100
60;1194;1
61;10;1010
61;56;1
61;62;100
61;63;100
61;114;100
61;132;1
61;187;1
61;195;2222
61;196;2222
61;197;100
61;200;2
61;226;1
61;298;1
61;347;1
61;358;100
61;370;1012
61;383;2222
61;427;1
61;432;1002
61;434;1
61;437;2222
61;439;100
61;465;112
61;481;1101
61;490;1120
61;498;102
61;500;100
61;501;2222
61;502;2222
61;505;2222
61;511;1001
61;517;1
61;531;2121
61;532;10
61;535;10
61;565;10
61;570;1001
61;590;1001
61;605;2222
61;668;1
61;685;2222
61;726;10
61;735;1
61;738;10
61;739;10
61;741;10
61;754;2212
61;763;1
61;767;1
61;827;100
61;847;10
61;864;1
61;865;1
61;875;100
61;882;2
61;912;1
61;944;1
61;969;2122
61;980;100
61;990;2
61;1040;1
61;1079;1122
61;1092;2
61;1093;2
61;1098;1
61;1188;1
61;1207;10
61;1208;10
61;1234;1
61;1236;1
62;10;1
62;17;2211
62;24;1
62;43;100
62;56;1010
62;60;10
62;62;100
62;63;1101
62;64;1220
62;69;1000
62;72;1
62;88;10
62;94;1
62;110;100
62;144;1001
62;148;2222
62;155;2111
62;160;1
62;182;100
62;192;2210
62;193;2211
62;194;2210
62;197;1110
62;200;1001
62;211;100
62;224;100
62;226;1112
62;237;1
62;238;11
62;244;1000
62;267;2
62;297;1001
62;321;1000
62;322;1
62;330;1000
62;331;1011
62;333;1001
62;340;1000
62;348;1002
62;349;1000
62;354;1001
62;358;1000
62;359;12
62;370;2212
62;372;1000
62;382;1001
62;383;1000
62;427;1000
62;429;1000
62;434;1
62;437;2220
62;438;2221
62;446;1000
62;458;100
62;459;100
62;460;100
62;465;100
62;472;1000
62;473;1210
62;479;100
62;486;10
62;505;100
62;537;1000
62;539;100
62;550;2112
62;551;1
62;558;1010
62;559;1
62;580;1
62;586;1
62;590;10
62;607;2220
62;643;1
62;663;1010
62;677;10
62;698;1101
62;703;1100
62;704;1
62;722;1122
62;724;1002
62;729;1
62;731;1
62;734;1000
62;735;1
62;736;1120
62;761;1001
62;763;1102
62;764;1001
62;767;1
62;768;1011
62;783;10
62;787;1000
62;803;111
62;804;100
62;806;2122
62;819;1000
62;821;1
62;822;2
62;837;1120
62;842;2221
62;843;1
62;844;2
62;845;2
62;870;1
62;879;1000
62;880;1
62;882;1002
62;885;1000
62;886;1000
62;888;1002
62;889;2
62;904;1101
62;907;2110
62;912;1000
62;913;1000
62;914;100
62;920;1
62;937;1000
62;941;1011
62;944;1000
62;945;1
62;964;1000
62;969;100
62;990;1002
62;1000;1002
62;1022;1
62;1023;1002
62;1032;1000
62;1033;1
62;1038;1000
62;1039;1000
62;1040;2
62;1042;1
62;1071;1000
62;1073;2122
62;1080;2
62;1093;1
62;1104;1
62;1151;1121
62;1192;1
62;1195;1000
62;1214;1210
62;1232;1
62;1234;101
63;1;1
63;23;100
63;62;100
63;63;100
63;166;1
63;322;1010
63;347;2220
63;370;10
63;374;100
63;429;2222
63;434;2110
63;437;100
63;438;1
63;463;2222
63;490;100
63;499;2220
63;500;100
63;501;100
63;502;100
63;505;100
63;592;1100
63;669;100
63;698;1000
63;704;1
63;724;1
63;763;1
63;803;100
63;805;101
63;821;10
63;922;1000
63;976;2210
63;980;100
63;1040;1
63;1091;10
63;1155;2222
63;1171;2110
63;1192;1210
63;1228;2120
63;1229;2120
64;17;12
64;20;2
64;22;2222
64;24;1
64;64;1211
64;144;101
64;148;101
64;155;1
64;160;1
64;197;101
64;227;100
64;267;1
64;322;1
64;331;1
64;349;1000
64;358;1000
64;370;1110
64;372;2222
64;382;1
64;434;1
64;437;2222
64;472;100
64;550;2
64;590;1
64;605;1
64;606;10
64;674;10
64;698;1
64;703;1
64;722;10
64;724;1
64;768;1
64;814;2222
64;842;2222
64;844;2
64;882;1
64;889;2
64;907;1
64;944;1
64;963;1001
64;1000;2
64;1033;1
64;1038;2222
64;1067;1
64;1071;1
64;1076;1
64;1091;2
64;1093;2
64;1188;1
64;1195;2222
65;17;12
65;20;2121
65;22;112
65;24;2122
65;64;2222
65;87;1002
65;93;1
65;132;1
65;135;1
65;144;2222
65;148;102
65;155;2122
65;192;2220
65;194;2222
65;197;102
65;206;1211
65;211;2222
65;224;100
65;227;1
65;238;1
65;267;1
65;297;1
65;322;1
65;323;2
65;331;11
65;341;12
65;349;2112
65;358;1000
65;368;2112
65;370;1212
65;372;2212
65;383;1
65;386;1
65;387;2122
65;388;2122
65;437;2222
65;519;1
65;539;100
65;543;1
65;546;1
65;550;2
65;578;2222
65;587;1
65;597;2
65;599;1
65;606;1111
65;611;1
65;629;1
65;653;11
65;674;2122
65;699;2111
65;722;1012
65;736;1121
65;763;1
65;788;1
65;803;1
65;814;1002
65;819;100
65;821;1010
65;833;1
65;842;2222
65;882;1
65;885;2112
65;886;2112
65;889;1
65;904;2220
65;913;1
65;963;1
65;964;1210
65;990;2
65;1000;2
65;1006;1000
65;1007;1220
65;1038;2222
65;1042;1
65;1045;1012
65;1046;2221
65;1048;101
65;1067;1012
65;1073;2222
65;1092;2
65;1093;1
65;1099;1121
65;1149;1
65;1150;1
65;1151;1122
65;1153;1
65;1164;1
65;1188;1
65;1195;1122
65;1214;1
65;1232;1
65;1234;2
65;1237;2122
66;1;1
66;10;1
66;11;1
66;13;1
66;17;12
66;22;2
66;63;100
66;100;2210
66;148;12
66;155;1
66;160;1
66;166;1
66;187;100
66;200;1101
66;267;1
66;322;2222
66;340;2110
66;348;2212
66;350;1012
66;370;2212
66;385;1
66;427;1
66;429;2222
66;434;2212
66;446;1000
66;463;1220
66;498;1000
66;558;11
66;590;1
66;605;1
66;607;10
66;630;1
66;698;1102
66;722;2
66;724;2
66;731;1
66;736;2
66;763;1002
66;767;1
66;771;10
66;788;1000
66;821;1011
66;837;100
66;882;2
66;907;1000
66;912;1000
66;913;1
66;944;1002
66;969;100
66;976;100
66;980;100
66;990;2
66;1004;100
66;1098;1
66;1104;1
66;1109;1
66;1134;1
66;1155;2120
66;1192;2222
66;1194;11
66;1195;1
66;1214;10
66;1226;1
67;43;100
67;61;1
67;148;2212
67;354;1000
67;370;1012
67;472;1220
67;473;100
67;519;100
67;724;1001
67;764;1
67;842;11
67;910;2120
67;914;2220
67;1234;2
68;11;100
68;64;1000
68;90;1112
68;135;1
68;195;2220
68;206;2121
68;297;1
68;327;1
68;331;1
68;341;1100
68;349;2212
68;358;1000
68;359;1
68;370;1000
68;437;10
68;438;1220
68;543;2222
68;546;1002
68;550;1
68;607;1
68;632;1
68;734;1002
68;819;1000
68;826;1
68;838;1
68;882;1
68;889;2
68;904;1111
68;913;1000
68;944;1
68;964;2120
68;969;1
68;1000;1
68;1003;2222
68;1040;1
68;1046;2
68;1048;1100
68;1093;2
68;1099;2120
68;1134;100
68;1149;10
68;1150;10
68;1164;1110
68;1172;1000
68;1234;1
69;193;2222
69;326;1
69;327;1001
69;359;2112
69;363;2122
69;370;1112
69;438;2122
69;550;1
69;703;2222
69;724;1
69;837;1
69;907;2222
69;944;1101
69;1000;1102
69;1234;1101
70;17;100
70;327;1001
70;340;2222
70;370;1112
70;438;1122
70;698;2222
70;722;100
70;804;2222
70;837;1
70;944;1101
70;952;100
70;1000;1102
70;1009;2222
70;1032;2222
70;1104;2222
70;1232;1
70;1234;1102
71;11;10
71;56;1000
71;148;2222
71;327;1000
71;370;1
71;547;1
72;58;1011
72;250;1000
72;323;2220
72;333;1
72;682;2122
72;683;2120
72;732;2222
72;733;2
72;837;1
72;941;1
72;1000;1
72;1019;1
72;1125;1
73;50;2222
73;224;1122
73;227;2222
73;359;2112
73;370;1111
73;438;1122
73;629;2220
73;630;2222
73;724;1
73;806;2110
73;843;2222
73;844;2222
73;990;1
73;1000;1
73;1093;2
73;1228;10
73;1229;10
73;1234;1
74;148;2220
74;370;1000
74;724;1001
74;910;2122
74;914;2222
74;1000;1
74;1093;2
75;100;1000
75;241;102
75;273;11
75;316;2222
75;348;1010
75;354;1010
75;359;2110
75;370;1112
75;446;2222
75;519;1001
75;587;1010
75;597;1000
75;751;110
75;757;10
75;837;1
75;944;1101
75;1043;1000
75;1047;1000
75;1110;1012
75;1234;2
75;1235;100
76;329;1
76;330;100
76;359;101
76;370;110
76;437;2212
76;438;1011
76;606;2222
76;731;1
76;882;1
76;889;1
76;1007;1012
76;1023;1
76;1039;1
76;1048;1010
76;1080;1
76;1134;1
76;1188;1222
77;25;101
77;27;2222
77;31;10
77;50;1
77;90;1212
77;128;12
77;135;101
77;148;1
77;168;1
77;195;2221
77;197;1
77;224;1122
77;226;1
77;227;1220
77;267;1
77;297;1
77;298;1
77;321;10
77;323;2222
77;326;10
77;327;1212
77;329;1012
77;330;102
77;333;1
77;359;2112
77;370;1112
77;428;1
77;437;1222
77;438;1222
77;542;1010
77;546;2222
77;550;1
77;551;1
77;558;1
77;586;1
77;592;110
77;629;2222
77;630;2221
77;663;1
77;722;2
77;724;1
77;729;1
77;731;2
77;734;2222
77;735;2
77;754;2222
77;806;1000
77;826;1
77;837;1
77;839;1
77;843;2122
77;844;2122
77;845;2
77;879;1
77;882;2
77;889;2
77;912;1
77;937;1
77;939;1112
77;941;1
77;944;2
77;963;1211
77;990;2
77;1006;2222
77;1012;2222
77;1023;1
77;1034;2222
77;1035;2222
77;1040;1
77;1080;1
77;1092;2
77;1093;2
77;1134;1
77;1138;1122
77;1149;1112
77;1150;112
77;1152;2122
77;1153;2122
77;1188;1
77;1220;2222
77;1232;1
77;1234;1102
78;61;112
78;65;100
78;82;1
78;90;100
78;93;100
78;135;10
78;146;1002
78;152;11
78;159;1122
78;161;10
78;179;11
78;184;1000
78;188;1
78;238;100
78;253;1211
78;255;2212
78;265;1
78;282;2
78;315;100
78;320;2222
78;321;100
78;326;100
78;330;100
78;333;100
78;359;1
78;370;1011
78;373;2212
78;427;101
78;438;102
78;451;1
78;452;1122
78;459;1220
78;460;1000
78;479;100
78;556;101
78;648;10
78;663;100
78;680;2222
78;686;1111
78;696;1
78;718;1
78;722;1
78;724;1
78;731;1
78;734;1
78;753;100
78;800;10
78;802;2221
78;838;100
78;884;1
78;889;1
78;912;100
78;944;1
78;945;100
78;1010;11
78;1015;1
78;1019;100
78;1021;2222
78;1042;2
78;1065;100
78;1069;1
78;1071;12
78;1078;2
78;1081;11
78;1086;2
78;1089;2
78;1090;2
78;1091;112
78;1093;2
78;1111;2222
78;1112;100
78;1118;1
78;1179;111
78;1180;111
78;1181;2222
78;1227;1010
78;1234;101
79;65;100
79;75;1000
79;123;1121
79;132;1
79;135;101
79;146;2
79;148;1
79;179;1000
79;184;1000
79;255;100
79;315;10
79;320;2220
79;330;101
79;333;1
79;359;1011
79;370;1000
79;373;1210
79;384;2210
79;427;100
79;438;1121
79;452;100
79;648;1211
79;650;2221
79;663;100
79;826;1001
79;829;1
79;838;100
79;882;1
79;912;100
79;923;1210
79;944;1001
79;945;2210
79;1000;1
79;1010;1000
79;1023;1
79;1065;100
79;1082;2120
79;1089;1
79;1091;101
79;1112;2222
79;1179;1100
79;1181;2222
79;1234;1100
80;61;1000
80;135;100
80;152;100
80;159;1100
80;238;1010
80;330;1
80;333;101
80;427;100
80;438;100
80;451;1000
80;452;100
80;453;100
80;458;2122
80;459;100
80;460;2222
80;612;1000
80;663;100
80;696;2220
80;722;1
80;753;1212
80;800;1111
80;884;1000
80;912;1
80;945;1101
80;1010;1000
80;1042;1101
80;1065;100
80;1071;101
80;1078;2122
80;1091;100
80;1179;100
80;1180;100
80;1227;2222
80;1234;1101
81;31;10
81;90;1011
81;93;10
81;132;1
81;135;1
81;195;1
81;253;10
81;321;2222
81;326;1011
81;359;1
81;370;1111
81;438;1121
81;542;2120
81;546;2212
81;550;1
81;551;1
81;586;1
81;592;10
81;729;1
81;731;1
81;734;2222
81;941;1001
81;944;1
81;990;2
81;1092;2220
81;1134;1
81;1232;1
81;1234;1
82;25;2222
82;31;2
82;90;2222
82;93;2222
82;132;1
82;135;2122
82;148;1
82;152;2
82;159;1002
82;189;1
82;195;1
82;197;1
82;238;1
82;253;2112
82;297;1
82;321;2222
82;326;2222
82;327;1012
82;330;1
82;331;1
82;333;1
82;359;2112
82;370;1112
82;427;1
82;438;2222
82;458;1010
82;542;2120
82;543;12
82;546;2122
82;550;1
82;551;1
82;586;1
82;592;10
82;722;1
82;724;1
82;729;1
82;731;1
82;734;2122
82;826;1000
82;837;1
82;845;1
82;879;1
82;882;1
82;889;1
82;904;1
82;912;1
82;937;1
82;941;11
82;944;101
82;952;1
82;963;2221
82;990;1
82;1000;1
82;1003;2220
82;1040;1
82;1078;1000
82;1092;1
82;1150;1
82;1188;1
82;1227;1
82;1232;1
82;1234;1102
83;18;2121
83;166;2221
83;187;1
83;238;100
83;366;100
83;370;1011
83;394;100
83;427;100
83;430;1
83;432;1212
83;447;1100
83;463;1
83;501;1
83;505;101
83;517;1
83;550;1
83;590;11
83;609;1000
83;668;1
83;767;2
83;905;1
83;912;1
83;988;100
83;989;100
83;1074;100
83;1077;101
83;1091;100
83;1102;1120
83;1143;1220
83;1170;100
83;1171;100
83;1203;1212
84;8;102
84;160;2221
84;333;100
84;346;1000
84;384;1000
84;555;1000
84;590;10
84;778;10
84;837;1
84;912;1
84;922;1001
84;952;100
84;986;1100
84;1086;1
84;1112;1001
84;1179;1
85;29;1212
85;58;112
85;88;1000
85;98;1
85;179;2
85;200;1002
85;202;1121
85;250;100
85;370;1001
85;427;2
85;432;1000
85;438;1
85;469;1
85;475;2120
85;589;1000
85;590;1
85;724;1
85;732;1
85;733;1
85;888;1
85;912;1
85;941;1
85;969;1
85;982;2120
85;983;100
85;1018;2222
85;1019;100
85;1022;1
85;1036;1
85;1065;1
85;1118;2222
86;8;2221
86;61;2
86;85;100
86;110;1211
86;135;101
86;148;1212
86;152;1002
86;160;112
86;200;1
86;238;110
86;271;2212
86;330;11
86;346;2111
86;370;1011
86;384;1000
86;427;1
86;505;101
86;554;2222
86;555;1
86;577;1000
86;586;1
86;590;2211
86;722;1011
86;731;1
86;763;101
86;769;1110
86;922;1
86;944;101
86;945;101
86;952;1
86;983;2110
86;990;2
86;1000;101
86;1015;1
86;1033;1
86;1071;1
86;1077;100
86;1086;1
86;1090;1
86;1091;11
86;1112;1
86;1118;1
86;1173;1100
86;1181;1
86;1227;1
86;1232;1
86;1234;1
87;187;2222
87;223;1001
87;228;2222
87;229;2222
87;333;101
87;369;2222
87;370;1111
87;382;100
87;394;1
87;401;1100
87;432;2122
87;438;1102
87;485;1
87;513;101
